"days,user_id,age,gender,location,timeslot,gameid,gener"
"7,9,23,1,5,1,9,3"
"7,9,23,1,5,2,20,6"
"7,9,23,1,5,3,19,6"
"7,9,23,1,5,4,11,3"
"7,9,23,1,5,5,3,1"
"7,9,23,1,5,6,16,5"
"7,9,23,1,5,7,9,3"
"7,9,23,1,5,8,4,1"
"7,9,23,1,5,9,7,2"
"8,9,23,1,5,1,3,1"
"8,9,23,1,5,2,16,5"
"8,9,23,1,5,3,13,4"
"8,9,23,1,5,4,18,6"
"8,9,23,1,5,5,19,6"
"8,9,23,1,5,6,7,2"
"8,9,23,1,5,7,9,3"
"8,9,23,1,5,8,1,1"
"8,9,23,1,5,9,2,1"
"9,9,23,1,5,1,1,1"
"9,9,23,1,5,2,17,5"
"9,9,23,1,5,3,13,4"
"9,9,23,1,5,4,14,4"
"9,9,23,1,5,5,19,6"
"9,9,23,1,5,6,12,4"
"9,9,23,1,5,7,2,1"
"9,9,23,1,5,8,19,6"
"9,9,23,1,5,9,18,6"
"10,9,23,1,5,1,8,2"
"10,9,23,1,5,2,5,2"
"10,9,23,1,5,3,9,3"
"10,9,23,1,5,4,11,3"
"10,9,23,1,5,5,6,2"
"10,9,23,1,5,6,8,2"
"10,9,23,1,5,7,2,1"
"10,9,23,1,5,8,11,3"
"10,9,23,1,5,9,19,6"
"1,10,30,2,2,1,8,2"
"1,10,30,2,2,2,2,1"
"1,10,30,2,2,3,5,2"
"1,10,30,2,2,4,18,6"
"1,10,30,2,2,5,5,2"
"1,10,30,2,2,6,19,6"
"1,10,30,2,2,7,2,1"
"1,10,30,2,2,8,2,1"
"1,10,30,2,2,9,2,1"
"2,10,30,2,2,1,7,2"
"2,10,30,2,2,2,13,4"
"2,10,30,2,2,3,1,1"
"2,10,30,2,2,4,20,6"
"2,10,30,2,2,5,20,6"
"2,10,30,2,2,6,1,1"
"2,10,30,2,2,7,15,5"
"2,10,30,2,2,8,17,5"
"2,10,30,2,2,9,2,1"
"3,10,30,2,2,1,13,4"
"3,10,30,2,2,2,3,1"
"3,10,30,2,2,3,11,3"
"3,10,30,2,2,4,5,2"
"3,10,30,2,2,5,5,2"
"3,10,30,2,2,6,12,4"
"3,10,30,2,2,7,16,5"
"3,10,30,2,2,8,1,1"
"3,10,30,2,2,9,2,1"
"4,10,30,2,2,1,2,1"
"4,10,30,2,2,2,16,5"
"4,10,30,2,2,3,3,1"
"4,10,30,2,2,4,8,2"
"4,10,30,2,2,5,10,3"
"4,10,30,2,2,6,20,6"
"4,10,30,2,2,7,2,1"
"4,10,30,2,2,8,16,5"
"4,10,30,2,2,9,16,5"
"5,10,30,2,2,1,9,3"
"5,10,30,2,2,2,13,4"
"5,10,30,2,2,3,5,2"
"5,10,30,2,2,4,4,1"
"5,10,30,2,2,5,16,5"
"5,10,30,2,2,6,8,2"
"5,10,30,2,2,7,17,5"
"5,10,30,2,2,8,8,2"
"5,10,30,2,2,9,20,6"
"6,10,30,2,2,1,7,2"
"6,10,30,2,2,2,10,3"
"6,10,30,2,2,3,1,1"
"6,10,30,2,2,4,15,5"
"6,10,30,2,2,5,20,6"
"6,10,30,2,2,6,5,2"
"6,10,30,2,2,7,8,2"
"6,10,30,2,2,8,5,2"
"6,10,30,2,2,9,2,1"
"7,10,30,2,2,1,13,4"
"7,10,30,2,2,2,3,1"
"7,10,30,2,2,3,12,4"
"7,10,30,2,2,4,5,2"
"7,10,30,2,2,5,6,2"
"7,10,30,2,2,6,7,2"
"7,10,30,2,2,7,11,3"
"7,10,30,2,2,8,8,2"
"7,10,30,2,2,9,20,6"
"8,10,30,2,2,1,18,6"
"8,10,30,2,2,2,10,3"
"8,10,30,2,2,3,20,6"
"8,10,30,2,2,4,20,6"
"8,10,30,2,2,5,10,3"
"8,10,30,2,2,6,20,6"
"8,10,30,2,2,7,14,4"
"8,10,30,2,2,8,8,2"
"8,10,30,2,2,9,7,2"
"9,10,30,2,2,1,8,2"
"9,10,30,2,2,2,16,5"
"9,10,30,2,2,3,4,1"
"9,10,30,2,2,4,6,2"
"9,10,30,2,2,5,16,5"
"9,10,30,2,2,6,6,2"
"9,10,30,2,2,7,9,3"
"9,10,30,2,2,8,20,6"
"9,10,30,2,2,9,9,3"
"10,10,30,2,2,1,9,3"
"10,10,30,2,2,2,1,1"
"10,10,30,2,2,3,3,1"
"10,10,30,2,2,4,3,1"
"10,10,30,2,2,5,17,5"
"10,10,30,2,2,6,9,3"
"10,10,30,2,2,7,8,2"
"10,10,30,2,2,8,12,4"
"10,10,30,2,2,9,11,3"
"1,11,24,3,1,1,12,4"
"1,11,24,3,1,2,4,1"
"1,11,24,3,1,3,1,1"
"1,11,24,3,1,4,1,1"
"1,11,24,3,1,5,17,5"
"1,11,24,3,1,6,17,5"
"1,11,24,3,1,7,7,2"
"1,11,24,3,1,8,9,3"
"1,11,24,3,1,9,8,2"
"2,11,24,3,1,1,1,1"
"2,11,24,3,1,2,5,2"
"2,11,24,3,1,3,12,4"
"2,11,24,3,1,4,20,6"
"2,11,24,3,1,5,18,6"
"2,11,24,3,1,6,1,1"
"2,11,24,3,1,7,12,4"
"2,11,24,3,1,8,13,4"
"2,11,24,3,1,9,10,3"
"3,11,24,3,1,1,16,5"
"3,11,24,3,1,2,9,3"
"3,11,24,3,1,3,3,1"
"3,11,24,3,1,4,19,6"
"3,11,24,3,1,5,3,1"
"3,11,24,3,1,6,14,4"
"3,11,24,3,1,7,13,4"
"3,11,24,3,1,8,15,5"
"3,11,24,3,1,9,7,2"
"4,11,24,3,1,1,6,2"
"4,11,24,3,1,2,14,4"
"4,11,24,3,1,3,3,1"
"4,11,24,3,1,4,11,3"
"4,11,24,3,1,5,5,2"
"4,11,24,3,1,6,3,1"
"4,11,24,3,1,7,20,6"
"4,11,24,3,1,8,18,6"
"4,11,24,3,1,9,17,5"
"5,11,24,3,1,1,13,4"
"5,11,24,3,1,2,5,2"
"5,11,24,3,1,3,12,4"
"5,11,24,3,1,4,13,4"
"5,11,24,3,1,5,13,4"
"5,11,24,3,1,6,3,1"
"5,11,24,3,1,7,20,6"
"5,11,24,3,1,8,7,2"
"5,11,24,3,1,9,10,3"
"6,11,24,3,1,1,1,1"
"6,11,24,3,1,2,19,6"
"6,11,24,3,1,3,3,1"
"6,11,24,3,1,4,12,4"
"6,11,24,3,1,5,13,4"
"6,11,24,3,1,6,13,4"
"6,11,24,3,1,7,10,3"
"6,11,24,3,1,8,5,2"
"6,11,24,3,1,9,2,1"
"7,11,24,3,1,1,14,4"
"7,11,24,3,1,2,3,1"
"7,11,24,3,1,3,16,5"
"7,11,24,3,1,4,18,6"
"7,11,24,3,1,5,13,4"
"7,11,24,3,1,6,8,2"
"7,11,24,3,1,7,17,5"
"7,11,24,3,1,8,14,4"
"7,11,24,3,1,9,11,3"
"8,11,24,3,1,1,17,5"
"8,11,24,3,1,2,7,2"
"8,11,24,3,1,3,3,1"
"8,11,24,3,1,4,9,3"
"8,11,24,3,1,5,9,3"
"8,11,24,3,1,6,7,2"
"8,11,24,3,1,7,7,2"
"8,11,24,3,1,8,16,5"
"8,11,24,3,1,9,19,6"
"9,11,24,3,1,1,7,2"
"9,11,24,3,1,2,5,2"
"9,11,24,3,1,3,19,6"
"9,11,24,3,1,4,10,3"
"9,11,24,3,1,5,4,1"
"9,11,24,3,1,6,6,2"
"9,11,24,3,1,7,2,1"
"9,11,24,3,1,8,18,6"
"9,11,24,3,1,9,17,5"
"10,11,24,3,1,1,16,5"
"10,11,24,3,1,2,5,2"
"10,11,24,3,1,3,14,4"
"10,11,24,3,1,4,15,5"
"10,11,24,3,1,5,15,5"
"10,11,24,3,1,6,17,5"
"10,11,24,3,1,7,1,1"
"10,11,24,3,1,8,20,6"
"10,11,24,3,1,9,1,1"
"1,12,25,1,14,1,15,5"
"1,12,25,1,14,2,8,2"
"1,12,25,1,14,3,18,6"
"1,12,25,1,14,4,16,5"
"1,12,25,1,14,5,15,5"
"1,12,25,1,14,6,1,1"
"1,12,25,1,14,7,14,4"
"1,12,25,1,14,8,15,5"
"1,12,25,1,14,9,16,5"
"2,12,25,1,14,1,11,3"
"2,12,25,1,14,2,5,2"
"2,12,25,1,14,3,6,2"
"2,12,25,1,14,4,6,2"
"2,12,25,1,14,5,15,5"
"2,12,25,1,14,6,20,6"
"2,12,25,1,14,7,12,4"
"2,12,25,1,14,8,9,3"
"2,12,25,1,14,9,8,2"
"3,12,25,1,14,1,16,5"
"3,12,25,1,14,2,19,6"
"3,12,25,1,14,3,2,1"
"3,12,25,1,14,4,1,1"
"3,12,25,1,14,5,19,6"
"3,12,25,1,14,6,16,5"
"3,12,25,1,14,7,8,2"
"3,12,25,1,14,8,4,1"
"3,12,25,1,14,9,3,1"
"4,12,25,1,14,1,13,4"
"4,12,25,1,14,2,15,5"
"4,12,25,1,14,3,11,3"
"4,12,25,1,14,4,6,2"
"4,12,25,1,14,5,3,1"
"4,12,25,1,14,6,7,2"
"4,12,25,1,14,7,16,5"
"4,12,25,1,14,8,1,1"
"4,12,25,1,14,9,20,6"
"5,12,25,1,14,1,19,6"
"5,12,25,1,14,2,15,5"
"5,12,25,1,14,3,1,1"
"5,12,25,1,14,4,3,1"
"5,12,25,1,14,5,17,5"
"5,12,25,1,14,6,17,5"
"5,12,25,1,14,7,15,5"
"5,12,25,1,14,8,8,2"
"5,12,25,1,14,9,7,2"
"6,12,25,1,14,1,14,4"
"6,12,25,1,14,2,8,2"
"6,12,25,1,14,3,18,6"
"6,12,25,1,14,4,12,4"
"6,12,25,1,14,5,16,5"
"6,12,25,1,14,6,18,6"
"6,12,25,1,14,7,18,6"
"6,12,25,1,14,8,19,6"
"6,12,25,1,14,9,13,4"
"7,12,25,1,14,1,6,2"
"7,12,25,1,14,2,17,5"
"7,12,25,1,14,3,10,3"
"7,12,25,1,14,4,16,5"
"7,12,25,1,14,5,7,2"
"7,12,25,1,14,6,8,2"
"7,12,25,1,14,7,3,1"
"7,12,25,1,14,8,10,3"
"7,12,25,1,14,9,18,6"
"8,12,25,1,14,1,14,4"
"8,12,25,1,14,2,12,4"
"8,12,25,1,14,3,16,5"
"8,12,25,1,14,4,1,1"
"8,12,25,1,14,5,6,2"
"8,12,25,1,14,6,19,6"
"8,12,25,1,14,7,18,6"
"8,12,25,1,14,8,3,1"
"8,12,25,1,14,9,9,3"
"9,12,25,1,14,1,5,2"
"9,12,25,1,14,2,17,5"
"9,12,25,1,14,3,3,1"
"9,12,25,1,14,4,6,2"
"9,12,25,1,14,5,9,3"
"9,12,25,1,14,6,8,2"
"9,12,25,1,14,7,11,3"
"9,12,25,1,14,8,16,5"
"9,12,25,1,14,9,7,2"
"10,12,25,1,14,1,14,4"
"10,12,25,1,14,2,3,1"
"10,12,25,1,14,3,15,5"
"10,12,25,1,14,4,20,6"
"10,12,25,1,14,5,4,1"
"10,12,25,1,14,6,13,4"
"10,12,25,1,14,7,12,4"
"10,12,25,1,14,8,2,1"
"10,12,25,1,14,9,17,5"
"1,13,21,2,2,1,9,3"
"1,13,21,2,2,2,9,3"
"1,13,21,2,2,3,19,6"
"1,13,21,2,2,4,19,6"
"1,13,21,2,2,5,11,3"
"1,13,21,2,2,6,14,4"
"1,13,21,2,2,7,2,1"
"1,13,21,2,2,8,16,5"
"1,13,21,2,2,9,1,1"
"2,13,21,2,2,1,2,1"
"2,13,21,2,2,2,8,2"
"2,13,21,2,2,3,20,6"
"2,13,21,2,2,4,15,5"
"2,13,21,2,2,5,18,6"
"2,13,21,2,2,6,8,2"
"2,13,21,2,2,7,5,2"
"2,13,21,2,2,8,10,3"
"2,13,21,2,2,9,19,6"
"3,13,21,2,2,1,7,2"
"3,13,21,2,2,2,15,5"
"3,13,21,2,2,3,12,4"
"3,13,21,2,2,4,13,4"
"3,13,21,2,2,5,16,5"
"3,13,21,2,2,6,16,5"
"3,13,21,2,2,7,13,4"
"3,13,21,2,2,8,5,2"
"3,13,21,2,2,9,19,6"
"4,13,21,2,2,1,15,5"
"4,13,21,2,2,2,6,2"
"4,13,21,2,2,3,5,2"
"4,13,21,2,2,4,11,3"
"4,13,21,2,2,5,20,6"
"4,13,21,2,2,6,4,1"
"4,13,21,2,2,7,3,1"
"4,13,21,2,2,8,18,6"
"4,13,21,2,2,9,15,5"
"5,13,21,2,2,1,8,2"
"5,13,21,2,2,2,14,4"
"5,13,21,2,2,3,9,3"
"5,13,21,2,2,4,9,3"
"5,13,21,2,2,5,6,2"
"5,13,21,2,2,6,19,6"
"5,13,21,2,2,7,14,4"
"5,13,21,2,2,8,16,5"
"5,13,21,2,2,9,3,1"
"6,13,21,2,2,1,13,4"
"6,13,21,2,2,2,18,6"
"6,13,21,2,2,3,16,5"
"6,13,21,2,2,4,12,4"
"6,13,21,2,2,5,18,6"
"6,13,21,2,2,6,6,2"
"6,13,21,2,2,7,9,3"
"6,13,21,2,2,8,19,6"
"6,13,21,2,2,9,9,3"
"7,13,21,2,2,1,7,2"
"7,13,21,2,2,2,11,3"
"7,13,21,2,2,3,4,1"
"7,13,21,2,2,4,3,1"
"7,13,21,2,2,5,20,6"
"7,13,21,2,2,6,10,3"
"7,13,21,2,2,7,14,4"
"7,13,21,2,2,8,12,4"
"7,13,21,2,2,9,17,5"
"8,13,21,2,2,1,13,4"
"8,13,21,2,2,2,5,2"
"8,13,21,2,2,3,18,6"
"8,13,21,2,2,4,4,1"
"8,13,21,2,2,5,8,2"
"8,13,21,2,2,6,16,5"
"8,13,21,2,2,7,1,1"
"8,13,21,2,2,8,3,1"
"8,13,21,2,2,9,1,1"
"9,13,21,2,2,1,2,1"
"9,13,21,2,2,2,8,2"
"9,13,21,2,2,3,19,6"
"9,13,21,2,2,4,6,2"
"9,13,21,2,2,5,3,1"
"9,13,21,2,2,6,2,1"
"9,13,21,2,2,7,3,1"
"9,13,21,2,2,8,15,5"
"9,13,21,2,2,9,9,3"
"10,13,21,2,2,1,14,4"
"10,13,21,2,2,2,5,2"
"10,13,21,2,2,3,17,5"
"10,13,21,2,2,4,17,5"
"10,13,21,2,2,5,20,6"
"10,13,21,2,2,6,9,3"
"10,13,21,2,2,7,3,1"
"10,13,21,2,2,8,11,3"
"10,13,21,2,2,9,3,1"
"1,14,25,1,19,1,1,1"
"1,14,25,1,19,2,11,3"
"1,14,25,1,19,3,20,6"
"1,14,25,1,19,4,1,1"
"1,14,25,1,19,5,14,4"
"1,14,25,1,19,6,10,3"
"1,14,25,1,19,7,16,5"
"1,14,25,1,19,8,10,3"
"1,14,25,1,19,9,6,2"
"2,14,25,1,19,1,10,3"
"2,14,25,1,19,2,5,2"
"2,14,25,1,19,3,1,1"
"2,14,25,1,19,4,1,1"
"2,14,25,1,19,5,9,3"
"2,14,25,1,19,6,17,5"
"2,14,25,1,19,7,2,1"
"2,14,25,1,19,8,1,1"
"2,14,25,1,19,9,19,6"
"3,14,25,1,19,1,14,4"
"3,14,25,1,19,2,8,2"
"3,14,25,1,19,3,20,6"
"3,14,25,1,19,4,15,5"
"3,14,25,1,19,5,12,4"
"3,14,25,1,19,6,3,1"
"3,14,25,1,19,7,7,2"
"3,14,25,1,19,8,7,2"
"3,14,25,1,19,9,17,5"
"4,14,25,1,19,1,10,3"
"4,14,25,1,19,2,19,6"
"4,14,25,1,19,3,1,1"
"4,14,25,1,19,4,17,5"
"4,14,25,1,19,5,12,4"
"4,14,25,1,19,6,11,3"
"4,14,25,1,19,7,4,1"
"4,14,25,1,19,8,5,2"
"4,14,25,1,19,9,15,5"
"5,14,25,1,19,1,4,1"
"5,14,25,1,19,2,11,3"
"5,14,25,1,19,3,12,4"
"5,14,25,1,19,4,10,3"
"5,14,25,1,19,5,8,2"
"5,14,25,1,19,6,17,5"
"5,14,25,1,19,7,9,3"
"5,14,25,1,19,8,13,4"
"5,14,25,1,19,9,11,3"
"6,14,25,1,19,1,2,1"
"6,14,25,1,19,2,11,3"
"6,14,25,1,19,3,3,1"
"6,14,25,1,19,4,8,2"
"6,14,25,1,19,5,8,2"
"6,14,25,1,19,6,8,2"
"6,14,25,1,19,7,4,1"
"6,14,25,1,19,8,7,2"
"6,14,25,1,19,9,20,6"
"7,14,25,1,19,1,9,3"
"7,14,25,1,19,2,2,1"
"7,14,25,1,19,3,2,1"
"7,14,25,1,19,4,17,5"
"7,14,25,1,19,5,12,4"
"7,14,25,1,19,6,7,2"
"7,14,25,1,19,7,16,5"
"7,14,25,1,19,8,18,6"
"7,14,25,1,19,9,8,2"
"8,14,25,1,19,1,12,4"
"8,14,25,1,19,2,14,4"
"8,14,25,1,19,3,13,4"
"8,14,25,1,19,4,5,2"
"8,14,25,1,19,5,6,2"
"8,14,25,1,19,6,3,1"
"8,14,25,1,19,7,8,2"
"8,14,25,1,19,8,19,6"
"8,14,25,1,19,9,20,6"
"9,14,25,1,19,1,13,4"
"9,14,25,1,19,2,14,4"
"9,14,25,1,19,3,7,2"
"9,14,25,1,19,4,2,1"
"9,14,25,1,19,5,5,2"
"9,14,25,1,19,6,3,1"
"9,14,25,1,19,7,9,3"
"9,14,25,1,19,8,3,1"
"9,14,25,1,19,9,3,1"
"10,14,25,1,19,1,16,5"
"10,14,25,1,19,2,6,2"
"10,14,25,1,19,3,4,1"
"10,14,25,1,19,4,16,5"
"10,14,25,1,19,5,1,1"
"10,14,25,1,19,6,15,5"
"10,14,25,1,19,7,1,1"
"10,14,25,1,19,8,9,3"
"10,14,25,1,19,9,9,3"
"1,15,28,3,11,1,7,2"
"1,15,28,3,11,2,20,6"
"1,15,28,3,11,3,7,2"
"1,15,28,3,11,4,5,2"
"1,15,28,3,11,5,19,6"
"1,15,28,3,11,6,6,2"
"1,15,28,3,11,7,6,2"
"1,15,28,3,11,8,11,3"
"1,15,28,3,11,9,14,4"
"2,15,28,3,11,1,12,4"
"2,15,28,3,11,2,20,6"
"2,15,28,3,11,3,13,4"
"2,15,28,3,11,4,5,2"
"2,15,28,3,11,5,18,6"
"2,15,28,3,11,6,11,3"
"2,15,28,3,11,7,20,6"
"2,15,28,3,11,8,5,2"
"2,15,28,3,11,9,8,2"
"3,15,28,3,11,1,2,1"
"3,15,28,3,11,2,13,4"
"3,15,28,3,11,3,1,1"
"3,15,28,3,11,4,1,1"
"3,15,28,3,11,5,11,3"
"3,15,28,3,11,6,17,5"
"3,15,28,3,11,7,20,6"
"3,15,28,3,11,8,15,5"
"3,15,28,3,11,9,19,6"
"4,15,28,3,11,1,5,2"
"4,15,28,3,11,2,5,2"
"4,15,28,3,11,3,13,4"
"4,15,28,3,11,4,13,4"
"4,15,28,3,11,5,19,6"
"4,15,28,3,11,6,2,1"
"4,15,28,3,11,7,20,6"
"4,15,28,3,11,8,20,6"
"4,15,28,3,11,9,7,2"
"5,15,28,3,11,1,17,5"
"5,15,28,3,11,2,10,3"
"5,15,28,3,11,3,11,3"
"5,15,28,3,11,4,16,5"
"5,15,28,3,11,5,7,2"
"5,15,28,3,11,6,4,1"
"5,15,28,3,11,7,5,2"
"5,15,28,3,11,8,1,1"
"5,15,28,3,11,9,3,1"
"6,15,28,3,11,1,2,1"
"6,15,28,3,11,2,7,2"
"6,15,28,3,11,3,16,5"
"6,15,28,3,11,4,10,3"
"6,15,28,3,11,5,19,6"
"6,15,28,3,11,6,9,3"
"6,15,28,3,11,7,17,5"
"6,15,28,3,11,8,2,1"
"6,15,28,3,11,9,7,2"
"7,15,28,3,11,1,7,2"
"7,15,28,3,11,2,12,4"
"7,15,28,3,11,3,1,1"
"7,15,28,3,11,4,6,2"
"7,15,28,3,11,5,13,4"
"7,15,28,3,11,6,5,2"
"7,15,28,3,11,7,20,6"
"7,15,28,3,11,8,4,1"
"7,15,28,3,11,9,3,1"
"8,15,28,3,11,1,16,5"
"8,15,28,3,11,2,17,5"
"8,15,28,3,11,3,17,5"
"8,15,28,3,11,4,14,4"
"8,15,28,3,11,5,4,1"
"8,15,28,3,11,6,14,4"
"8,15,28,3,11,7,3,1"
"8,15,28,3,11,8,7,2"
"8,15,28,3,11,9,17,5"
"9,15,28,3,11,1,10,3"
"9,15,28,3,11,2,13,4"
"9,15,28,3,11,3,20,6"
"9,15,28,3,11,4,13,4"
"9,15,28,3,11,5,8,2"
"9,15,28,3,11,6,11,3"
"9,15,28,3,11,7,13,4"
"9,15,28,3,11,8,7,2"
"9,15,28,3,11,9,15,5"
"10,15,28,3,11,1,20,6"
"10,15,28,3,11,2,4,1"
"10,15,28,3,11,3,19,6"
"10,15,28,3,11,4,18,6"
"10,15,28,3,11,5,8,2"
"10,15,28,3,11,6,1,1"
"10,15,28,3,11,7,6,2"
"10,15,28,3,11,8,16,5"
"10,15,28,3,11,9,1,1"
"1,16,27,1,18,1,16,5"
"1,16,27,1,18,2,11,3"
"1,16,27,1,18,3,5,2"
"1,16,27,1,18,4,10,3"
"1,16,27,1,18,5,7,2"
"1,16,27,1,18,6,9,3"
"1,16,27,1,18,7,16,5"
"1,16,27,1,18,8,7,2"
"1,16,27,1,18,9,18,6"
"2,16,27,1,18,1,14,4"
"2,16,27,1,18,2,14,4"
"2,16,27,1,18,3,19,6"
"2,16,27,1,18,4,6,2"
"2,16,27,1,18,5,1,1"
"2,16,27,1,18,6,5,2"
"2,16,27,1,18,7,12,4"
"2,16,27,1,18,8,16,5"
"2,16,27,1,18,9,12,4"
"3,16,27,1,18,1,6,2"
"3,16,27,1,18,2,5,2"
"3,16,27,1,18,3,11,3"
"3,16,27,1,18,4,19,6"
"3,16,27,1,18,5,7,2"
"3,16,27,1,18,6,5,2"
"3,16,27,1,18,7,14,4"
"3,16,27,1,18,8,7,2"
"3,16,27,1,18,9,5,2"
"4,16,27,1,18,1,11,3"
"4,16,27,1,18,2,12,4"
"4,16,27,1,18,3,16,5"
"4,16,27,1,18,4,3,1"
"4,16,27,1,18,5,1,1"
"4,16,27,1,18,6,2,1"
"4,16,27,1,18,7,15,5"
"4,16,27,1,18,8,16,5"
"4,16,27,1,18,9,20,6"
"5,16,27,1,18,1,9,3"
"5,16,27,1,18,2,2,1"
"5,16,27,1,18,3,19,6"
"5,16,27,1,18,4,16,5"
"5,16,27,1,18,5,7,2"
"5,16,27,1,18,6,20,6"
"5,16,27,1,18,7,17,5"
"5,16,27,1,18,8,9,3"
"5,16,27,1,18,9,7,2"
"6,16,27,1,18,1,15,5"
"6,16,27,1,18,2,19,6"
"6,16,27,1,18,3,6,2"
"6,16,27,1,18,4,11,3"
"6,16,27,1,18,5,8,2"
"6,16,27,1,18,6,17,5"
"6,16,27,1,18,7,20,6"
"6,16,27,1,18,8,20,6"
"6,16,27,1,18,9,11,3"
"7,16,27,1,18,1,16,5"
"7,16,27,1,18,2,19,6"
"7,16,27,1,18,3,2,1"
"7,16,27,1,18,4,12,4"
"7,16,27,1,18,5,6,2"
"7,16,27,1,18,6,3,1"
"7,16,27,1,18,7,16,5"
"7,16,27,1,18,8,4,1"
"7,16,27,1,18,9,11,3"
"8,16,27,1,18,1,13,4"
"8,16,27,1,18,2,19,6"
"8,16,27,1,18,3,14,4"
"8,16,27,1,18,4,11,3"
"8,16,27,1,18,5,15,5"
"8,16,27,1,18,6,13,4"
"8,16,27,1,18,7,16,5"
"8,16,27,1,18,8,7,2"
"8,16,27,1,18,9,3,1"
"9,16,27,1,18,1,9,3"
"9,16,27,1,18,2,7,2"
"9,16,27,1,18,3,5,2"
"9,16,27,1,18,4,11,3"
"9,16,27,1,18,5,5,2"
"9,16,27,1,18,6,12,4"
"9,16,27,1,18,7,10,3"
"9,16,27,1,18,8,2,1"
"9,16,27,1,18,9,13,4"
"10,16,27,1,18,1,10,3"
"10,16,27,1,18,2,10,3"
"10,16,27,1,18,3,4,1"
"10,16,27,1,18,4,19,6"
"10,16,27,1,18,5,6,2"
"10,16,27,1,18,6,3,1"
"10,16,27,1,18,7,6,2"
"10,16,27,1,18,8,10,3"
"10,16,27,1,18,9,19,6"
"1,17,22,2,16,1,11,3"
"1,17,22,2,16,2,3,1"
"1,17,22,2,16,3,6,2"
"1,17,22,2,16,4,13,4"
"1,17,22,2,16,5,7,2"
"1,17,22,2,16,6,11,3"
"1,17,22,2,16,7,18,6"
"1,17,22,2,16,8,13,4"
"1,17,22,2,16,9,20,6"
"2,17,22,2,16,1,2,1"
"2,17,22,2,16,2,2,1"
"2,17,22,2,16,3,5,2"
"2,17,22,2,16,4,18,6"
"2,17,22,2,16,5,11,3"
"2,17,22,2,16,6,18,6"
"2,17,22,2,16,7,5,2"
"2,17,22,2,16,8,9,3"
"2,17,22,2,16,9,3,1"
"3,17,22,2,16,1,14,4"
"3,17,22,2,16,2,9,3"
"3,17,22,2,16,3,4,1"
"3,17,22,2,16,4,2,1"
"3,17,22,2,16,5,16,5"
"3,17,22,2,16,6,18,6"
"3,17,22,2,16,7,6,2"
"3,17,22,2,16,8,16,5"
"3,17,22,2,16,9,11,3"
"4,17,22,2,16,1,20,6"
"4,17,22,2,16,2,20,6"
"4,17,22,2,16,3,17,5"
"4,17,22,2,16,4,17,5"
"4,17,22,2,16,5,16,5"
"4,17,22,2,16,6,3,1"
"4,17,22,2,16,7,14,4"
"4,17,22,2,16,8,12,4"
"4,17,22,2,16,9,9,3"
"5,17,22,2,16,1,12,4"
"5,17,22,2,16,2,8,2"
"5,17,22,2,16,3,5,2"
"5,17,22,2,16,4,17,5"
"5,17,22,2,16,5,10,3"
"5,17,22,2,16,6,9,3"
"5,17,22,2,16,7,15,5"
"5,17,22,2,16,8,15,5"
"5,17,22,2,16,9,11,3"
"6,17,22,2,16,1,11,3"
"6,17,22,2,16,2,7,2"
"6,17,22,2,16,3,12,4"
"6,17,22,2,16,4,14,4"
"6,17,22,2,16,5,7,2"
"6,17,22,2,16,6,10,3"
"6,17,22,2,16,7,15,5"
"6,17,22,2,16,8,6,2"
"6,17,22,2,16,9,13,4"
"7,17,22,2,16,1,4,1"
"7,17,22,2,16,2,6,2"
"7,17,22,2,16,3,20,6"
"7,17,22,2,16,4,10,3"
"7,17,22,2,16,5,17,5"
"7,17,22,2,16,6,20,6"
"7,17,22,2,16,7,17,5"
"7,17,22,2,16,8,16,5"
"7,17,22,2,16,9,3,1"
"8,17,22,2,16,1,2,1"
"8,17,22,2,16,2,18,6"
"8,17,22,2,16,3,4,1"
"8,17,22,2,16,4,8,2"
"8,17,22,2,16,5,4,1"
"8,17,22,2,16,6,11,3"
"8,17,22,2,16,7,18,6"
"8,17,22,2,16,8,16,5"
"8,17,22,2,16,9,3,1"
"9,17,22,2,16,1,16,5"
"9,17,22,2,16,2,14,4"
"9,17,22,2,16,3,9,3"
"9,17,22,2,16,4,18,6"
"9,17,22,2,16,5,18,6"
"9,17,22,2,16,6,1,1"
"9,17,22,2,16,7,11,3"
"9,17,22,2,16,8,19,6"
"9,17,22,2,16,9,4,1"
"10,17,22,2,16,1,2,1"
"10,17,22,2,16,2,17,5"
"10,17,22,2,16,3,1,1"
"10,17,22,2,16,4,12,4"
"10,17,22,2,16,5,16,5"
"10,17,22,2,16,6,20,6"
"10,17,22,2,16,7,3,1"
"10,17,22,2,16,8,1,1"
"10,17,22,2,16,9,15,5"
"1,18,24,3,6,1,19,6"
"1,18,24,3,6,2,7,2"
"1,18,24,3,6,3,11,3"
"1,18,24,3,6,4,1,1"
"1,18,24,3,6,5,5,2"
"1,18,24,3,6,6,10,3"
"1,18,24,3,6,7,8,2"
"1,18,24,3,6,8,4,1"
"1,18,24,3,6,9,7,2"
"2,18,24,3,6,1,11,3"
"2,18,24,3,6,2,14,4"
"2,18,24,3,6,3,16,5"
"2,18,24,3,6,4,7,2"
"2,18,24,3,6,5,1,1"
"2,18,24,3,6,6,17,5"
"2,18,24,3,6,7,18,6"
"2,18,24,3,6,8,16,5"
"2,18,24,3,6,9,15,5"
"3,18,24,3,6,1,7,2"
"3,18,24,3,6,2,8,2"
